from_number,to_number,call_time,call_duration,from_latitude,from_longitude,to_latitude,to_longitude
6787966039,3527520306,1476551906336,536,38.776308,-73.809178,34.111467,-111.068867
6787966039,3527520306,1480827205097,733,38.031424,-74.603207,42.978964,-87.287101
2568321980,9251070137,1466382243199,1385,30.588000,-120.801030,38.775069,-124.792599
2568321980,2838227596,1470968100849,710,40.271953,-95.476914,48.963198,-102.162291
2568321980,6142127215,1479852977917,133,35.427493,-108.505247,31.957443,-122.924604
2568321980,7318136676,1482890136044,299,38.007681,-118.670253,45.961530,-84.846517
2568321980,8708199558,1480609493049,1329,25.856083,-112.233121,27.259999,-121.286623
2568321980,8708199558,1473154422424,1392,29.430622,-79.011777,46.492811,-110.172007
2568321980,6267400246,1483975370275,519,40.640126,-80.612156,40.283317,-90.486308
2568321980,9257718675,1486852142770,1777,25.805972,-90.013367,34.778474,-94.437278
2568321980,8189305057,1477793876141,1525,35.232634,-84.383023,48.442052,-99.176293
2568321980,8189305057,1467657267151,1529,34.333512,-124.698237,26.558408,-112.877356
2568321980,8189305057,1484843155393,1332,28.942086,-109.448126,31.385908,-106.408812
2568321980,2172802169,1463750143084,181,47.319324,-71.609462,45.903659,-90.631203
2568321980,2172802169,1470775495541,89,29.700498,-71.828996,27.197595,-75.167355
2568321980,2172802169,1484257698115,1178,44.637503,-95.443881,46.818809,-114.036884
2568321980,3611670015,1478772532092,512,25.721834,-124.711228,26.448494,-85.238745
2568321980,3611670015,1472386593760,1372,46.180690,-107.993182,43.533937,-85.725930
2568321980,3611670015,1490478551519,1731,47.742709,-99.264029,44.322909,-100.753538
2568321980,3611670015,1475625045618,112,32.355846,-113.801302,45.382952,-120.296312
2568321980,6076018712,1460807003373,1228,34.214910,-68.285226,32.787748,-95.096444
2568321980,6076018712,1468787627238,674,34.216945,-67.719340,28.571724,-75.300017
2819059281,3095744163,1481411466352,756,24.616940,-114.310568,36.495644,-71.493194
2819059281,3095744163,1480405858097,1720,48.035994,-75.359714,41.116691,-99.885611
2819059281,6822978489,1469740561953,202,33.998727,-80.263530,31.052909,-120.628449
2819059281,6822978489,1476461763821,1663,44.300128,-100.966249,36.535673,-67.670768
2819059281,6822978489,1476888536412,864,31.286438,-83.791218,48.161313,-97.383953
2819059281,4756245933,1460341530151,942,31.267093,-123.222169,46.306978,-86.737425
2819059281,8044803701,1481793020439,77,26.780323,-99.010786,36.528028,-117.490337
2819059281,4805153770,1484034432374,1061,30.003204,-74.151159,48.251907,-117.224517
2819059281,9177506368,1469240535824,928,32.430852,-121.216921,26.479388,-74.507086
2819059281,7197014018,1466132420432,1535,26.278189,-81.067429,30.608288,-120.564624
2819059281,7069471709,1479685144389,696,46.645354,-113.964059,36.972549,-99.927651
2819059281,7069471709,1465415482008,1140,29.309739,-84.022298,34.252074,-101.230008
2819059281,2192892396,1479678794409,148,24.403315,-92.345446,30.405390,-68.604645
2819059281,2192892396,1491334727290,1157,26.797930,-90.614802,30.829937,-80.267634
2819059281,9019308955,1472313281044,308,32.416338,-101.901608,32.421212,-116.000382
2819059281,9019308955,1479311657339,1296,30.655433,-107.140810,34.841335,-73.114253
2819059281,9019308955,1483973124730,1061,43.965409,-115.397096,44.386984,-124.020120
2819059281,2707366403,1491187860939,115,25.788128,-116.287786,44.679343,-112.990018
2819059281,4046262726,1470140188511,699,40.991351,-102.510857,46.355981,-97.703507
2819059281,4046262726,1475982436061,1708,46.571297,-79.111120,31.462521,-113.011181
9075224776,8163054844,1471347395722,918,37.220505,-90.423506,33.969695,-81.198517
9075224776,9208343678,1477018719289,804,27.493474,-115.173957,35.438454,-123.361242
9075224776,9208343678,1479400208120,499,43.827443,-90.638078,35.843917,-69.143397
9075224776,9282062178,1485405797776,1319,27.317053,-76.102628,43.273559,-89.114465
9075224776,9282062178,1466210478355,462,36.673829,-76.290241,48.104735,-90.926612
9075224776,2069262407,1470214341648,617,39.872553,-109.444828,43.563660,-70.068755
9075224776,2182962787,1475171210788,52,39.552041,-117.781436,39.899149,-110.465639
9075224776,7019482144,1472182592762,886,25.920181,-107.583862,48.265482,-117.443094
9075224776,9716684413,1479310024965,382,45.271955,-73.606776,29.761805,-123.608288
9075224776,9716684413,1480153543024,1085,27.122941,-87.938906,37.160190,-75.219367
9075224776,4407197423,1477343648282,1303,35.399593,-102.018919,38.678435,-85.114588
9075224776,6016853369,1471807225747,1521,36.849433,-113.634729,47.427850,-116.322083
9075224776,6016853369,1464317939840,1337,35.451656,-68.077343,46.106549,-103.395361
9075224776,2084721389,1476075036877,131,35.922539,-75.993546,39.760085,-115.037408
9075224776,2084721389,1469271128711,28,31.830697,-74.604534,42.575464,-96.128198
9075224776,2084721389,1468172161386,1789,26.327437,-86.751187,47.983408,-91.751277
9075224776,8128136589,1481906032990,23,47.959409,-119.190693,44.713452,-90.511858
9075224776,6169772473,1464625220973,1526,45.487169,-76.996740,47.571317,-115.754664
9075224776,2313854017,1478921513996,1067,40.182248,-88.445994,32.371963,-95.791888
9075224776,3103079199,1490484860577,1689,48.884778,-121.474493,35.356380,-73.827560
2061413682,3097767070,1475774098855,285,41.809705,-79.020045,41.812540,-117.601930
2061413682,5574386490,1475668889581,1154,35.490142,-102.526701,28.940165,-68.817621
2061413682,7152747165,1483221813951,1533,47.494026,-114.367966,37.786302,-95.504302
2061413682,8324643359,1462741670380,446,37.262653,-116.839498,42.477690,-124.587789
2061413682,8324643359,1464023101978,1578,48.532094,-115.432983,26.813782,-90.055287
2061413682,2515328552,1472254733501,1183,37.282005,-69.051008,29.384631,-116.884528
2061413682,9186968615,1484182412454,1714,42.374555,-102.526540,39.200659,-108.173202
2061413682,9186968615,1466353326871,892,27.085003,-68.406779,42.722112,-80.995689
2061413682,3092850424,1464940855467,1362,24.674721,-88.393678,30.826687,-76.890614
2061413682,4043154587,1474469657247,1107,27.859515,-69.471806,48.494738,-88.601438
2061413682,3511946059,1484980632639,1538,27.314391,-110.846343,29.303620,-95.756936
2061413682,4096730785,1473771457917,1565,29.409345,-68.133617,31.429595,-111.198589
2061413682,4096730785,1467186080511,616,35.884956,-86.668271,31.223158,-121.831931
2061413682,6305284766,1472222652716,294,39.799978,-115.494762,37.029549,-116.035565
2061413682,8501834168,1474046046971,89,38.840138,-99.850341,30.500506,-107.061522
2061413682,5058794832,1471656349329,1546,44.271800,-100.900210,35.259876,-85.068605
2061413682,5058794832,1470062001394,1755,33.677098,-123.715788,41.974216,-100.139465
2061413682,2139208772,1478378620751,391,27.129947,-111.754257,46.618459,-119.217975
2061413682,7316080190,1487425770430,1474,43.071320,-91.299707,46.088306,-121.576812
2061413682,7316080190,1463200494681,1754,41.421663,-93.810058,36.575155,-80.411343
7131223508,7346848898,1477293289233,1187,24.503507,-108.733300,43.899896,-121.930052
7131223508,7045484039,1468527206856,1441,32.210920,-97.532952,40.597080,-77.160488
7131223508,8481524171,1467377063265,1343,46.723603,-103.984374,48.507384,-90.591404
7131223508,7244605514,1488690815981,780,40.891438,-120.396508,25.304959,-98.787037
7131223508,4799002265,1462547437856,34,49.047576,-88.217339,48.253388,-68.106571
7131223508,4799002265,1477378603434,1331,47.243220,-106.959311,38.341080,-79.300623
7131223508,4799002265,1478748302640,1332,26.818224,-92.935511,46.112672,-112.189640
7131223508,9491511648,1484103335933,1013,27.342276,-119.928817,46.734531,-85.986464
7131223508,6195847584,1469114956950,808,47.583449,-79.982373,35.218051,-67.809525
7131223508,3138087829,1490986238685,9,41.036325,-107.663703,30.935876,-90.684592
7131223508,3138087829,1472915288429,308,47.414610,-83.726229,26.490111,-88.610917
7131223508,2278658588,1474991636297,969,44.533542,-113.935213,46.125226,-88.914315
7131223508,9098150121,1470406313756,69,25.354146,-68.572664,40.647246,-92.564084
7131223508,8722125293,1481843966621,1595,48.439170,-124.411781,31.613428,-104.477184
7131223508,9856364486,1469495944139,683,29.118437,-99.532158,44.177872,-111.266167
7131223508,9856364486,1482568524582,661,28.788506,-120.380872,25.605554,-75.103625
7131223508,7147970992,1461735961874,616,40.826113,-108.277916,31.809481,-93.815378
7131223508,9311498820,1482729426425,896,38.213862,-122.331150,37.309946,-121.989961
7131223508,9311498820,1473638642675,1656,42.918490,-108.324320,28.413866,-80.992828
7131223508,6268897407,1477901227520,1406,45.896691,-110.430743,25.553527,-79.416518
6462490222,6518877646,1488294073354,430,47.023355,-107.259020,40.995281,-119.755492
6462490222,2137807606,1471549130837,352,43.085290,-76.415241,27.519962,-87.512979
6462490222,5632304249,1486591218178,1660,42.729468,-100.172700,36.769964,-96.681435
6462490222,8352429692,1460539316690,896,29.691167,-107.041909,30.921880,-99.249626
6462490222,5302331724,1472107859275,231,25.999087,-113.152869,25.847133,-81.639679
6462490222,3234714367,1474096595432,1671,39.117541,-117.852477,40.678392,-108.002450
6462490222,9412578124,1460880386313,1438,29.891586,-104.613631,30.560059,-71.858999
6462490222,3169471948,1477838831279,680,24.950565,-104.224037,38.117221,-113.548026
6462490222,9497252227,1461909063759,815,33.774659,-78.717077,32.954814,-80.242356
6462490222,9497252227,1480711972415,1740,44.451045,-122.670859,40.685998,-80.806148
6462490222,9285014405,1479235934604,1252,43.734698,-93.006839,40.074793,-101.971209
6462490222,9317919989,1477051791677,523,34.791391,-76.304289,28.798689,-105.180907
6462490222,9803269728,1469138388293,1749,31.761787,-92.065096,36.620941,-118.898304
6462490222,2539285103,1491179430584,1421,44.616368,-86.072419,42.224504,-70.900323
6462490222,7195647158,1488797256708,335,24.875413,-70.691701,46.790351,-68.338310
6462490222,7195647158,1482317859125,1237,45.482571,-69.873942,27.949265,-111.304771
6462490222,9285680956,1485880973200,846,38.618566,-112.145918,38.820520,-76.747545
6462490222,2832345704,1469138726152,1105,33.654450,-86.608159,46.416910,-87.403259
6462490222,2566056246,1465237324637,517,31.339865,-121.433075,32.061896,-112.674911
6462490222,2566056246,1468944871397,1306,45.740130,-116.943628,26.043172,-110.272339
9068061499,3186932146,1467986333765,1515,37.024763,-69.309160,39.125112,-98.612286
9068061499,3186932146,1484692982198,805,35.995143,-117.553559,44.093927,-111.536444
9068061499,5614740484,1470988269432,53,37.681655,-69.239765,32.335802,-104.287893
9068061499,5614740484,1464756942510,1033,38.369825,-116.573464,49.148273,-103.915088
9068061499,5614740484,1471300266161,447,46.431024,-115.173543,43.162886,-73.271763
9068061499,4801727251,1480116054685,376,36.777472,-106.036278,33.653858,-116.183176
9068061499,9785827230,1462288357290,1136,28.159087,-101.589641,41.966707,-102.742129
9068061499,9785827230,1465430146437,449,30.309576,-81.980756,37.555844,-110.662403
9068061499,5737775747,1489317373138,1665,34.058831,-122.842148,47.207784,-89.352215
9068061499,5737775747,1478735877486,156,34.658371,-88.278709,25.119260,-80.677593
9068061499,5737775747,1472701261116,523,31.356987,-102.442540,30.814866,-117.748845
9068061499,8048224382,1465884539254,1460,24.836601,-114.750682,36.626865,-85.994800
9068061499,5704221440,1470297128409,791,30.066669,-97.191460,31.958930,-86.142807
9068061499,5704221440,1486604306987,543,31.618561,-83.522971,38.752554,-72.183528
9068061499,2517667050,1464215881193,513,41.207221,-120.032528,39.679224,-119.694255
9068061499,8456083808,1490116729628,902,28.740026,-91.556560,28.403539,-100.544999
9068061499,2519221757,1465293040814,211,36.631102,-71.813390,28.439785,-95.392115
9068061499,2519221757,1472476324269,1153,34.610170,-117.282590,25.601394,-67.948441
9068061499,5598010336,1464238771811,1612,32.263764,-77.012655,30.348209,-109.505707
9068061499,5598010336,1475853212971,1062,32.829818,-77.823964,46.225990,-96.527944
9599100256,2545962241,1474722684011,10,44.148523,-105.478047,26.234338,-78.187995
9599100256,2545962241,1491290219552,346,42.760694,-70.183059,46.139209,-80.102822
9599100256,2545962241,1491254205645,613,30.639834,-123.015832,31.776411,-68.690244
9599100256,2545962241,1462887117543,1379,42.922517,-86.839749,34.816420,-121.681999
9599100256,5087186470,1463651267808,1207,26.857242,-103.065750,36.856249,-88.326376
9599100256,2021355141,1479017185154,1402,40.798301,-122.359381,38.028138,-122.004012
9599100256,7311048886,1476896414530,566,43.116497,-89.656492,31.708461,-86.552893
9599100256,3133910746,1483396081322,1363,40.836165,-74.729922,49.227360,-88.545785
9599100256,2148010411,1470301603086,1482,26.784576,-97.885867,28.746059,-78.588179
9599100256,2148010411,1464023055911,1133,26.196110,-98.808402,27.647579,-98.377910
9599100256,2148010411,1467799347789,1225,43.841815,-110.470378,35.128482,-122.238598
9599100256,8086537791,1474202744930,1560,29.562867,-115.713220,36.296501,-113.842448
9599100256,8086537791,1473953289644,1776,24.961269,-100.246810,38.100990,-97.014748
9599100256,6626939955,1480858576183,1326,32.386156,-102.735831,42.807698,-105.271655
9599100256,8573435211,1477878881135,1647,30.039806,-87.510646,38.905895,-93.135110
9599100256,8573435211,1474058796048,1173,30.008701,-75.679770,26.512286,-67.602222
9599100256,4144974183,1465198445478,457,33.679828,-104.223168,30.680744,-68.732405
9599100256,2814832202,1460614056751,701,26.425581,-84.437120,45.428936,-73.754340
9599100256,2814832202,1480683971485,124,39.203894,-86.472094,33.692100,-89.559378
9599100256,6124587928,1462145192010,1295,43.895914,-119.140399,47.114455,-83.412418
7347492131,7156344667,1463802440344,553,30.622160,-79.878550,39.522193,-116.716707
7347492131,3126036952,1464180215388,103,24.854049,-89.738752,38.265815,-98.571922
7347492131,7087648006,1461949615551,1348,40.437356,-67.984952,48.771906,-106.824251
7347492131,5804345241,1468199982265,1012,49.359156,-111.222245,24.783132,-107.926490
7347492131,5804345241,1487345954647,650,40.666854,-74.671437,35.902549,-99.268531
7347492131,5059948019,1486864147299,315,25.910825,-108.772024,34.622623,-98.929966
7347492131,3126882816,1480211209522,1281,27.006142,-123.139758,34.649356,-72.066109
7347492131,8488623299,1460730339484,814,37.386600,-87.898119,29.975046,-119.456634
7347492131,9704646674,1479819831912,845,27.439147,-81.027843,40.255473,-107.598646
7347492131,6185453124,1472193022908,715,28.380970,-75.371184,45.272616,-98.651900
7347492131,4144088125,1487816468551,949,41.463338,-102.863426,36.330006,-116.511119
7347492131,4144088125,1484487244100,635,31.202368,-86.450762,43.913497,-119.298912
7347492131,4144088125,1464088396423,464,29.866264,-100.627136,26.320381,-108.644393
7347492131,4144088125,1485529693234,824,29.794601,-105.827988,28.027480,-94.420711
7347492131,3015835175,1486129724098,294,25.428254,-104.710685,43.401891,-112.092253
7347492131,4139265931,1480937752726,5,38.110590,-110.028215,26.757167,-102.575679
7347492131,2089610402,1484761005858,1536,35.433115,-98.089286,41.464576,-86.528509
7347492131,9077058484,1488180689765,922,42.198515,-100.882578,28.668925,-89.128499
7347492131,9077058484,1479655909467,821,35.276495,-95.268302,38.516656,-93.918000
7347492131,9077058484,1472792957836,1624,37.397029,-80.653193,28.261899,-112.564825
6239682907,9285689475,1466911746780,794,31.755231,-119.577937,31.803817,-112.810151
6239682907,5035077083,1487412490312,532,47.659085,-124.096986,28.234858,-118.504881
6239682907,5035077083,1475691368256,873,32.294883,-122.772733,40.537250,-116.384962
6239682907,2525584317,1478031171764,497,26.123630,-104.841731,45.746822,-92.311392
6239682907,2271464797,1475690237450,1644,36.036305,-105.793932,30.611674,-73.987793
6239682907,9712588111,1474862149795,61,27.488938,-83.664864,39.770492,-115.897590
6239682907,2704142189,1471818594962,607,25.566148,-97.586347,34.306624,-75.469651
6239682907,2704142189,1491402710703,1285,32.610852,-95.207497,48.379864,-107.279259
6239682907,2704142189,1466568337721,30,38.076133,-95.482379,39.530707,-78.313217
6239682907,8634502097,1463139354513,896,33.899083,-113.103519,29.099677,-114.089052
6239682907,8634502097,1467363546339,609,49.310030,-98.223340,29.722751,-103.477267
6239682907,7577161610,1466063415987,124,36.755526,-98.562199,40.121415,-113.592121
6239682907,4645647689,1473939419046,595,35.541496,-72.983895,49.252277,-122.603395
6239682907,8063498844,1478697759747,1385,40.190930,-115.634358,24.712915,-67.163243
6239682907,6152902759,1468642962110,1719,46.023699,-122.052835,49.012343,-108.744772
6239682907,7372548684,1476776263434,1547,31.007990,-91.276009,26.838623,-97.816715
6239682907,4029668217,1462125607364,1185,40.482045,-93.411309,37.461110,-118.151839
6239682907,5047276351,1479173654332,1422,38.595331,-74.634112,49.106784,-89.903294
6239682907,4841692179,1470009672991,620,27.644734,-103.233556,32.069007,-122.642314
6239682907,8288011887,1486625661329,1016,30.644781,-85.590720,43.298407,-122.627010
8138239011,9781778995,1475096383418,225,42.882494,-68.718894,34.997620,-79.315435
8138239011,9781778995,1481217690452,1483,47.795688,-112.388779,44.410451,-108.436812
8138239011,6191595544,1468979121143,1446,40.758531,-96.024497,42.768944,-107.603969
8138239011,6676775443,1470229733946,1754,39.419998,-89.495521,43.593122,-70.785765
8138239011,4645033159,1486973029346,1542,32.396749,-78.141845,41.789479,-103.800975
8138239011,8329841717,1480391356853,116,37.673572,-86.251420,32.940239,-110.559245
8138239011,9471432384,1484403091626,967,48.593475,-111.792795,30.657615,-106.742918
8138239011,9194850957,1465929879946,501,38.723778,-75.518470,40.950460,-93.850855
8138239011,4848280615,1486139596108,448,32.242925,-122.177123,37.655189,-122.407951
8138239011,4848280615,1489744226721,382,32.134872,-108.326071,30.931337,-81.703480
8138239011,6056319354,1482855587984,997,48.744698,-67.675392,44.140662,-80.553385
8138239011,6056319354,1470670350107,1056,45.197181,-99.672321,40.897838,-79.312842
8138239011,6056319354,1468173406777,1225,42.525644,-104.950258,43.875784,-76.606767
8138239011,3087189887,1469962804905,949,42.966386,-111.281929,44.912358,-97.217325
8138239011,9145185656,1463657516919,691,34.994045,-104.355012,48.086285,-120.703147
8138239011,8656468633,1466409134107,489,29.051871,-114.435037,37.140170,-74.929622
8138239011,8184050155,1477916736160,675,33.110850,-97.929170,26.482057,-95.661381
8138239011,9757629187,1469170411319,1211,37.668113,-98.931777,28.647288,-71.634270
8138239011,5017493772,1460678894111,990,35.765107,-110.153314,34.075101,-111.602763
8138239011,9032237458,1478108579276,771,47.829339,-71.792638,28.484544,-67.162756
8592728798,6052026773,1482462984876,674,31.326379,-70.492281,48.452328,-83.207413
8592728798,3106479800,1477591186182,1006,29.052117,-80.966462,35.787049,-94.636898
8592728798,3106479800,1488296976573,501,29.499160,-119.219857,36.313668,-96.803008
8592728798,7039610053,1481842054146,480,47.487487,-122.670584,42.800845,-98.956382
